,Course1,Course2,Common Entities
3290,567AO,462UG3,"['issues', 'challenges']"
3291,567AO,490GHU,"['issues', 'challenges', 'education']"
3292,567AO,490TEO,['variety']
3293,567AO,502A,['issues']
3294,567AO,502AO,['issues']
3295,567AO,502AO2,['issues']
3296,567AO,502AO3,['issues']
3297,568AO,580AO,['issues']
3298,568AO,581AO,['issues']
3299,568AO,582AO,"['services', 'materials']"
3300,568AO,583A,['field']
3301,568AO,586A,['materials']
3302,568AO,586AO,['materials']
3303,568AO,590AT,['librarians']
3304,568AO,590BAO,['Students']
3305,568AO,590BBO,"['Students', 'materials']"
3306,568AO,590CA,['materials']
3307,568AO,590CRO,"['Students', 'materials']"
3308,568AO,590DT,['number']
3309,568AO,390W1A,"['Students', 'materials']"
3310,568AO,390W1B,"['Students', 'materials']"
3311,568AO,404AG,['materials']
3312,568AO,404AO,['materials']
3313,568AO,404AU,['materials']
3314,568AO,445AG,['materials']
3315,568AO,445AO,['materials']
3316,568AO,445AU,['materials']
3317,568AO,458AO,"['issues', 'Students']"
3318,568AO,461AG,['Students']
3319,568AO,461AO,['Students']
3320,568AO,461AU,['Students']
3321,568AO,462G4,"['issues', 'services', 'Students']"
3322,568AO,462UG3,"['issues', 'services', 'Students']"
3323,568AO,490DB,['contexts']
3324,568AO,490DBO,['contexts']
3325,568AO,490GHU,"['issues', 'contexts']"
3326,568AO,490GI,['contexts']
3327,568AO,490ITG,['contexts']
3328,568AO,490ITU,"['Students', 'contexts']"
3329,568AO,490SMG,['contexts']
3330,568AO,490SMU,['contexts']
3331,568AO,490TEO,['contexts']
3332,568AO,502A,['issues']
3333,568AO,502AO,['issues']
3334,568AO,502AO2,['issues']
3335,568AO,502AO3,['issues']
3336,580AO,581AO,"['issues', 'preservation', 'acquisition']"
3337,580AO,582AO,"['preservation', 'conservation']"
3338,580AO,586A,['preservation']
3339,580AO,586AO,['preservation']
3340,580AO,458AO,['issues']
3341,580AO,461AG,['information technology']
3342,580AO,461AO,['information technology']
3343,580AO,461AU,['information technology']
3344,580AO,462G4,"['security', 'issues']"
3345,580AO,462UG3,"['security', 'issues']"
3346,580AO,490GHU,['issues']
3347,580AO,501A,['preservation']
3348,580AO,501AO,['preservation']
3349,580AO,501AO2,['preservation']
3350,580AO,501B,['preservation']
3351,580AO,502A,['issues']
3352,580AO,502AO,['issues']
3353,580AO,502AO2,['issues']
3354,580AO,502AO3,['issues']
3355,581AO,582AO,"['preservation', 'access', 'collections']"
3356,581AO,586A,"['preservation', 'Topics']"
3357,581AO,586AO,"['preservation', 'Topics']"
3358,581AO,590AT,['impact']
3359,581AO,590BBO,['field trips']
3360,581AO,590CA,['archives']
3361,581AO,590DHO,['discussion']
3362,581AO,590DT,"['Lectures', 'principles']"
3363,581AO,390CC,['practices']
3364,581AO,390RGI,['practices']
3365,581AO,390W1A,"['Topics', 'impact', 'principles']"
3366,581AO,390W1B,"['Topics', 'impact', 'principles']"
3367,581AO,458AO,"['issues', 'archives']"
3368,581AO,461AG,"['collections', 'access', 'information technologies']"
3369,581AO,461AO,"['collections', 'access', 'information technologies']"
3370,581AO,461AU,"['collections', 'access', 'information technologies']"
3371,581AO,462G4,"['issues', 'practices', 'principles']"
3372,581AO,462UG3,"['issues', 'practices', 'principles']"
3373,581AO,490GHU,['issues']
3374,581AO,490SMG,"['Topics', 'impact']"
3375,581AO,490SMU,"['Topics', 'impact']"
3376,581AO,501A,"['preservation', 'access', 'principles']"
3377,581AO,501AO,"['preservation', 'access', 'principles']"
3378,581AO,501AO2,"['preservation', 'access', 'principles']"
3379,581AO,501B,"['preservation', 'access', 'principles']"
3380,581AO,502A,['issues']
3381,581AO,502AO,['issues']
3382,581AO,502AO2,['issues']
3383,581AO,502AO3,['issues']
3384,582AO,586A,"['range', 'preservation', 'materials']"
3385,582AO,586AO,"['range', 'preservation', 'materials']"
3386,582AO,590BBO,['materials']
3387,582AO,590CA,['materials']
3388,582AO,590CRO,['materials']
3389,582AO,390W1A,"['development', 'materials']"
3390,582AO,390W1B,"['development', 'materials']"
3391,582AO,404AG,['materials']
3392,582AO,404AO,['materials']
3393,582AO,404AU,['materials']
3394,582AO,418AO,['service']
3395,582AO,418AU,['service']
3396,582AO,445AG,['materials']
3397,582AO,445AO,['materials']
3398,582AO,445AU,['materials']
3399,582AO,461AG,"['access', 'development', 'collections']"
3400,582AO,461AO,"['access', 'development', 'collections']"
3401,582AO,461AU,"['access', 'development', 'collections']"
3402,582AO,462G4,['services']
3403,582AO,462UG3,['services']
3404,582AO,490ITU,['range']
3405,582AO,490TEO,['development']
3406,582AO,501A,"['preservation', 'access']"
3407,582AO,501AO,"['preservation', 'access']"
3408,582AO,501AO2,"['preservation', 'access']"
3409,582AO,501B,"['preservation', 'access']"
3410,582AO,502A,['users']
3411,582AO,502AO,['users']
3412,582AO,502AO2,['users']
3413,582AO,502AO3,['users']
3414,583A,590DHO,['research']
3415,583A,418AO,['research']
3416,583A,418AU,['research']
3417,583A,458AO,['research']
3418,586A,586AO,"['management', 'preservation plan', 'information theory', 'variety', 'integrity', 'standards', 'sustainability', 'accessibility', 'authenticity', 'preservation', 'research problems', 'preservation activities', 'methods', 'specifications', 'range', 'objects', 'risk assessment', 'tools', 'quality control', 'certification', 'materials', 'problems', 'Topics', 'scenarios', 'approaches']"
3419,586A,590BBO,"['variety', 'tools', 'materials']"
3420,586A,590CA,['materials']
3421,586A,590CRO,"['materials', 'variety']"
3422,586A,590DHO,"['methods', 'tools']"
3423,586A,590DT,"['approaches', 'variety']"
3424,586A,390W1A,"['Topics', 'materials']"
3425,586A,390W1B,"['Topics', 'materials']"
3426,586A,404AG,['materials']
3427,586A,404AO,['materials']
3428,586A,404AU,['materials']
3429,586A,409AG,['approaches']
3430,586A,409AO,['approaches']
3431,586A,409AO2,['approaches']
3432,586A,409AU,['approaches']
3433,586A,445AG,['materials']
3434,586A,445AO,['materials']
3435,586A,445AU,['materials']
3436,586A,457IDG,"['tools', 'approaches']"
3437,586A,457IDU,"['tools', 'approaches']"
3438,586A,458AO,"['methods', 'variety']"
3439,586A,462G4,['approaches']
3440,586A,462UG3,['approaches']
3441,586A,490DB,['integrity']
3442,586A,490ITU,"['methods', 'range']"
3443,586A,490SMG,['Topics']
3444,586A,490SMU,['Topics']
3445,586A,490TEO,"['methods', 'management', 'variety']"
3446,586A,501A,"['methods', 'preservation']"
3447,586A,501AO,"['methods', 'preservation']"
3448,586A,501AO2,"['methods', 'preservation']"
3449,586A,501B,"['methods', 'preservation']"
3450,586AO,590BBO,"['variety', 'tools', 'materials']"
3451,586AO,590CA,['materials']
3452,586AO,590CRO,"['materials', 'variety']"
3453,586AO,590DHO,"['methods', 'tools']"
3454,586AO,590DT,"['approaches', 'variety']"
3455,586AO,390W1A,"['Topics', 'materials']"
3456,586AO,390W1B,"['Topics', 'materials']"
3457,586AO,404AG,['materials']
3458,586AO,404AO,['materials']
3459,586AO,404AU,['materials']
3460,586AO,409AG,['approaches']
3461,586AO,409AO,['approaches']
3462,586AO,409AO2,['approaches']
3463,586AO,409AU,['approaches']
3464,586AO,445AG,['materials']
3465,586AO,445AO,['materials']
3466,586AO,445AU,['materials']
3467,586AO,457IDG,"['tools', 'approaches']"
3468,586AO,457IDU,"['tools', 'approaches']"
3469,586AO,458AO,"['methods', 'variety']"
3470,586AO,462G4,['approaches']
3471,586AO,462UG3,['approaches']
3472,586AO,490DB,['integrity']
3473,586AO,490ITU,"['methods', 'range']"
3474,586AO,490SMG,['Topics']
3475,586AO,490SMU,['Topics']
3476,586AO,490TEO,"['methods', 'management', 'variety']"
3477,586AO,501A,"['methods', 'preservation']"
3478,586AO,501AO,"['methods', 'preservation']"
3479,586AO,501AO2,"['methods', 'preservation']"
3480,586AO,501B,"['methods', 'preservation']"
3481,587A,590AT,['emergence']
3482,587A,590BAO,['theory']
3483,587A,409AG,['student']
3484,587A,409AO,['student']
3485,587A,409AO2,['student']
3486,587A,409AU,['student']
3487,587A,490TEO,['LIS']
3488,587A,501AO,['LIS']
3489,587A,501AO2,['LIS']
3490,587A,502A,['LIS']
3491,587A,502AO,['LIS']
3492,587A,502AO2,['LIS']
3493,587A,502AO3,['LIS']
3494,590AT,590BAO,"['information sciences', 'IS 590', 'aspects']"
3495,590AT,590BBO,"['information sciences', 'IS 590', 'aspects']"
3496,590AT,590CA,"['information sciences', 'IS 590', 'aspects', 'work']"
3497,590AT,590CRO,"['information sciences', 'IS 590', 'aspects', 'forms']"
3498,590AT,590DHO,"['scholarship', 'information sciences', 'IS 590', 'aspects']"
3499,590AT,590DI,"['information sciences', 'IS 590', 'aspects']"
3500,590AT,590DT,"['information sciences', 'IS 590', 'aspects']"
3501,590AT,390CC,"['communication', 'work', 'topics']"
3502,590AT,390RGI,"['communication', 'work', 'topics']"
3503,590AT,390W1A,"['communication', 'impact', 'work', 'topics']"
3504,590AT,390W1B,"['communication', 'impact', 'work', 'topics']"
3505,590AT,451A,"['alternatives', 'topics']"
3506,590AT,451AO,"['alternatives', 'topics']"
3507,590AT,457IDG,['work']
3508,590AT,457IDU,['work']
3509,590AT,490DB,"['communication', 'topics']"
3510,590AT,490DBO,"['communication', 'topics']"
3511,590AT,490GHU,"['state', 'communication', 'topics']"
3512,590AT,490GI,"['communication', 'work', 'topics']"
3513,590AT,490ITG,"['communication', 'work', 'topics']"
3514,590AT,490ITU,"['communication', 'topics']"
3515,590AT,490SMG,"['impact', 'communication', 'social media', 'topics']"
3516,590AT,490SMU,"['impact', 'communication', 'social media', 'topics']"
3517,590AT,490TEO,"['attention', 'communication', 'topics']"
3518,590AT,502A,['literacy']
3519,590AT,502AO,['literacy']
3520,590AT,502AO2,['literacy']
3521,590AT,502AO3,['literacy']
3522,590BAO,590BBO,"['Students', 'IS 590', 'aspects', 'information sciences']"
3523,590BAO,590CA,"['information sciences', 'experience', 'IS 590', 'aspects']"
3524,590BAO,590CRO,"['IS 590', 'Students', 'techniques', 'aspects', 'information sciences']"
3525,590BAO,590DHO,"['information sciences', 'IS 590', 'aspects']"
3526,590BAO,590DI,"['information sciences', 'IS 590', 'aspects']"
3527,590BAO,590DT,"['IS 590', 'modeling', 'techniques', 'aspects', 'information sciences', 'experience']"
3528,590BAO,390W1A,['Students']
3529,590BAO,390W1B,['Students']
3530,590BAO,409AG,['Tools']
3531,590BAO,409AO,['Tools']
3532,590BAO,409AO2,['Tools']
3533,590BAO,409AU,['Tools']
3534,590BAO,452AG,['data analytics']
3535,590BAO,452AO,['data analytics']
3536,590BAO,452AU,['data analytics']
3537,590BAO,452BG,['data analytics']
3538,590BAO,452BU,['data analytics']
3539,590BAO,457IDG,['R']
3540,590BAO,457IDU,['R']
3541,590BAO,458AO,['Students']
3542,590BAO,461AG,['Students']
3543,590BAO,461AO,['Students']
3544,590BAO,461AU,['Students']
3545,590BAO,462G4,['Students']
3546,590BAO,462UG3,['Students']
3547,590BAO,490ITU,['Students']
3548,590BAO,490TEO,['terminology']
3549,590BBO,590CA,"['information sciences', 'IS 590', 'aspects', 'materials']"
3550,590BBO,590CRO,"['IS 590', 'Students', 'history', 'aspects', 'variety', 'readings', 'information sciences', 'materials']"
3551,590BBO,590DHO,"['IS 590', 'history', 'aspects', 'tools', 'information sciences']"
3552,590BBO,590DI,"['information sciences', 'IS 590', 'aspects']"
3553,590BBO,590DT,"['information sciences', 'IS 590', 'aspects', 'variety']"
3554,590BBO,390CC,['knowledge']
3555,590BBO,390RGI,['knowledge']
3556,590BBO,390W1A,"['knowledge', 'Students', 'history', 'materials']"
3557,590BBO,390W1B,"['knowledge', 'Students', 'history', 'materials']"
3558,590BBO,404AG,['materials']
3559,590BBO,404AO,['materials']
3560,590BBO,404AU,['materials']
3561,590BBO,445AG,['materials']
3562,590BBO,445AO,['materials']
3563,590BBO,445AU,['materials']
3564,590BBO,451A,['knowledge']
3565,590BBO,451AO,['knowledge']
3566,590BBO,457IDG,['tools']
3567,590BBO,457IDU,['tools']
3568,590BBO,458AO,"['Students', 'variety']"
3569,590BBO,461AG,['Students']
3570,590BBO,461AO,['Students']
3571,590BBO,461AU,['Students']
3572,590BBO,462G4,"['Students', 'appreciation']"
3573,590BBO,462UG3,"['Students', 'appreciation']"
3574,590BBO,490DB,['knowledge']
3575,590BBO,490DBO,['knowledge']
3576,590BBO,490GHU,['knowledge']
3577,590BBO,490GI,['knowledge']
3578,590BBO,490ITG,['knowledge']
3579,590BBO,490ITU,"['knowledge', 'Students']"
3580,590BBO,490SMG,['knowledge']
3581,590BBO,490SMU,['knowledge']
3582,590BBO,490TEO,"['knowledge', 'variety']"
3583,590BBO,501A,['knowledge']
3584,590BBO,501AO,['knowledge']
3585,590BBO,501AO2,['knowledge']
3586,590BBO,501B,['knowledge']
3587,590CA,590CRO,"['information sciences', 'IS 590', 'aspects', 'materials']"
3588,590CA,590DHO,"['information sciences', 'IS 590', 'aspects']"
3589,590CA,590DI,"['information sciences', 'IS 590', 'aspects']"
3590,590CA,590DT,"['information sciences', 'experience', 'IS 590', 'aspects']"
3591,590CA,390CC,"['lives', 'work']"
3592,590CA,390RGI,"['identity', 'work']"
3593,590CA,390W1A,"['materials', 'work']"
3594,590CA,390W1B,"['materials', 'work']"
3595,590CA,404AG,"['consent', 'materials']"
3596,590CA,404AO,"['consent', 'instructor', 'materials']"
3597,590CA,404AU,"['consent', 'instructor', 'materials']"
3598,590CA,409AG,"['stories', 'story']"
3599,590CA,409AO,"['stories', 'story']"
3600,590CA,409AO2,"['stories', 'story']"
3601,590CA,409AU,"['stories', 'story']"
3602,590CA,445AG,['materials']
3603,590CA,445AO,['materials']
3604,590CA,445AU,['materials']
3605,590CA,452AG,['records']
3606,590CA,452AO,['records']
3607,590CA,452AU,['records']
3608,590CA,452BG,['records']
3609,590CA,452BU,['records']
3610,590CA,457IDG,"['material', 'work']"
3611,590CA,457IDU,"['material', 'work']"
3612,590CA,458AO,['archives']
3613,590CA,461AG,"['consent', 'heritage', 'instructor']"
3614,590CA,461AO,"['consent', 'heritage', 'instructor']"
3615,590CA,461AU,"['consent', 'heritage', 'instructor']"
3616,590CA,490DB,"['consent', 'instructor']"
3617,590CA,490DBO,"['consent', 'instructor']"
3618,590CA,490GHU,"['consent', 'records', 'instructor']"
3619,590CA,490GI,"['consent', 'instructor', 'work']"
3620,590CA,490ITG,"['consent', 'instructor', 'work']"
3621,590CA,490ITU,"['consent', 'instructor']"
3622,590CA,490SMG,"['consent', 'instructor']"
3623,590CA,490SMU,"['consent', 'instructor']"
3624,590CA,490TEO,"['consent', 'organizations', 'instructor']"
3625,590CA,501A,['organizations']
3626,590CA,501AO,['organizations']
3627,590CA,501AO2,['organizations']
3628,590CA,501B,['organizations']
3629,590CRO,590DHO,"['history', 'information sciences', 'IS 590', 'aspects']"
3630,590CRO,590DI,"['information sciences', 'IS 590', 'aspects']"
3631,590CRO,590DT,"['IS 590', 'techniques', 'aspects', 'variety', 'information sciences']"
3632,590CRO,390W1A,"['Students', 'history', 'materials']"
3633,590CRO,390W1B,"['Students', 'history', 'materials']"
3634,590CRO,404AG,"['ages', 'materials']"
3635,590CRO,404AO,"['ages', 'materials']"
3636,590CRO,404AU,"['ages', 'materials']"
3637,590CRO,409AG,['discussions']
3638,590CRO,409AO,['discussions']
3639,590CRO,409AO2,['discussions']
3640,590CRO,409AU,['discussions']
3641,590CRO,445AG,"['ages', 'materials']"
3642,590CRO,445AO,"['ages', 'materials']"
3643,590CRO,445AU,"['ages', 'materials']"
3644,590CRO,458AO,"['Students', 'variety']"
3645,590CRO,461AG,"['Students', 'discussions']"
3646,590CRO,461AO,"['Students', 'discussions']"
3647,590CRO,461AU,"['Students', 'discussions']"
3648,590CRO,462G4,['Students']
3649,590CRO,462UG3,['Students']
3650,590CRO,490ITU,['Students']
3651,590CRO,490TEO,"['discussions', 'variety']"
3652,590DHO,590DI,"['information sciences', 'IS 590', 'aspects']"
3653,590DHO,590DT,"['information sciences', 'IS 590', 'aspects']"
3654,590DHO,390RGI,"['technologies', 'opportunities']"
3655,590DHO,390W1A,"['technologies', 'history']"
3656,590DHO,390W1B,"['technologies', 'history']"
3657,590DHO,418AO,"['projects', 'research']"
3658,590DHO,418AU,"['projects', 'research']"
3659,590DHO,451A,"['technologies', 'concepts']"
3660,590DHO,451AO,"['technologies', 'concepts']"
3661,590DHO,452AG,['concepts']
3662,590DHO,452AO,['concepts']
3663,590DHO,452AU,['concepts']
3664,590DHO,452BG,['concepts']
3665,590DHO,452BU,['concepts']
3666,590DHO,457IDG,"['tools', 'technologies', 'skills']"
3667,590DHO,457IDU,"['tools', 'technologies', 'skills']"
3668,590DHO,458AO,"['methods', 'concepts', 'research']"
3669,590DHO,461AG,"['humanities', 'lectures']"
3670,590DHO,461AO,"['humanities', 'lectures']"
3671,590DHO,461AU,"['humanities', 'lectures']"
3672,590DHO,462G4,"['technologies', 'challenges', 'concepts']"
3673,590DHO,462UG3,"['technologies', 'challenges', 'concepts']"
3674,590DHO,490GHU,"['opportunities', 'challenges']"
3675,590DHO,490GI,['context']
3676,590DHO,490ITG,['context']
3677,590DHO,490ITU,"['methods', 'skills', 'opportunities', 'context']"
3678,590DHO,490TEO,"['methods', 'skills', 'concepts', 'projects']"
3679,590DHO,501A,['methods']
3680,590DHO,501AO,['methods']
3681,590DHO,501AO2,['methods']
3682,590DHO,501B,['methods']
3683,590DI,590DT,"['information sciences', 'IS 590', 'aspects']"
3684,590DT,390CC,['evaluation']
3685,590DT,390RGI,['evaluation']
3686,590DT,390W1A,"['evaluation', 'principles']"
3687,590DT,390W1B,"['evaluation', 'principles']"
3688,590DT,409AG,"['approaches', 'assignments']"
3689,590DT,409AO,"['approaches', 'assignments']"
3690,590DT,409AO2,"['approaches', 'assignments']"
3691,590DT,409AU,"['approaches', 'assignments']"
3692,590DT,451A,['goal']
3693,590DT,451AO,['goal']
3694,590DT,457IDG,"['approaches', 'datasets']"
3695,590DT,457IDU,"['approaches', 'datasets']"
3696,590DT,458AO,['variety']
3697,590DT,462G4,"['approaches', 'principles']"
3698,590DT,462UG3,"['approaches', 'principles']"
3699,590DT,490DB,['evaluation']
3700,590DT,490DBO,['evaluation']
3701,590DT,490GHU,['evaluation']
3702,590DT,490GI,['evaluation']
3703,590DT,490ITG,['evaluation']
3704,590DT,490ITU,['evaluation']
3705,590DT,490SMG,['evaluation']
3706,590DT,490SMU,['evaluation']
3707,590DT,490TEO,"['evaluation', 'variety']"
3708,590DT,501A,['principles']
3709,590DT,501AO,['principles']
